id_contribuinte,cnpj,razao_social,cnae,desc_cnae,porte,regime_tributario,bairro,data_abertura,ativo,risco_latente,email,telefone
494,94.165.162/3198-00,Sousa,6202-3,Desenvolvimento de sistemas,EPP,Simples Nacional,Vila São Jorge,2017-10-14,1,0,correiaraquel@monteiro.com.br,+55 61 7643 2992
495,13.915.596/3632-00,Guerra,4771-7,Comércio farmacêutico,MEI,MEI,Parque Bitaru,2025-04-07,1,1,zbrito@nunes.gov.br,+55 51 6993 3455
496,64.907.851/5867-00,Pires Vieira e Filhos,4120-4,Construção de edifícios,EPP,Lucro Presumido,Parque Bitaru,2024-02-10,1,1,antonella18@nogueira.net,+55 (071) 3183-0975
497,75.409.003/4864-00,Fernandes,8630-5,Atividades de atenção à saúde,MEI,MEI,Vila São Jorge,2024-01-28,1,0,enzo-gabriel83@albuquerque.br,(061) 6312-4807
498,37.606.441/3432-00,Nogueira da Cruz - EI,6920-6,Atividades contábeis,ME,Simples Nacional,Esplanada dos Barreiros,2018-08-04,1,0,tpereira@rocha.com,(031) 5366-7586
499,04.177.656/1248-00,Viana Sousa - EI,6911-7,Atividades jurídicas,MD,Lucro Real,Glória,2019-09-06,1,0,portoelisa@sales.br,+55 (081) 9212-4805
500,00.272.063/4591-00,Moraes,9602-5,Cabeleireiros e similares,GR,Lucro Real,Parque Bitaru,2017-01-02,1,0,sda-conceicao@montenegro.com,81 8412-1156
501,96.577.242/9543-00,da Rocha - EI,4330-4,Acabamentos em construção,MEI,MEI,Ilha Porchat,2022-10-10,1,0,arthur-miguel47@guerra.net,71 8126-9587
502,69.300.893/1734-00,Castro,6920-6,Atividades contábeis,MD,Lucro Presumido,Vila Bocaina,2016-07-25,1,1,theofogaca@albuquerque.gov.br,81 0289 3413
503,96.942.152/9108-00,Andrade,5620-1,Serviços de alimentação,EPP,Simples Nacional,Vila Bocaina,2019-01-02,1,1,ravida-conceicao@da.br,11 0812-3731
504,33.344.762/6393-00,Guerra,8511-2,Educação infantil,EPP,Lucro Presumido,Vila Margarida,2023-02-25,1,1,vinicius84@oliveira.gov.br,+55 51 8213 3128
505,26.204.439/7359-00,Farias,8650-0,Atividades de saúde humana,MEI,MEI,Vila Bocaina,2022-07-13,1,0,apollodas-neves@casa.br,(051) 3580 1170
506,72.563.669/4118-00,Camargo,8511-2,Educação infantil,MEI,MEI,Centro,2020-02-07,1,2,pintomaya@lima.br,+55 31 4592-1505
507,59.900.489/6465-00,Nunes - EI,6911-7,Atividades jurídicas,MD,Lucro Presumido,Parque Bitaru,2018-07-25,1,0,thiagopires@sampaio.com.br,61 7355-7124
508,24.287.572/1586-00,Moraes,5310-5,Atividades dos correios,EPP,Simples Nacional,Alto da Boa Vista,2024-07-08,1,2,peixotoleandro@melo.br,84 6688-9950
509,27.456.449/4856-00,Mendes,8599-6,Treinamento e capacitação,MEI,MEI,Centro,2025-04-19,1,0,ribeiroana-julia@barros.com,(061) 2621-6023
510,28.703.203/2074-00,Mendes S.A.,6911-7,Atividades jurídicas,MD,Lucro Real,Glória,2026-03-19,1,0,lopesotto@ribeiro.com,(081) 4343-2901
511,70.758.777/1215-00,Sousa,8511-2,Educação infantil,EPP,Lucro Presumido,Vila Margarida,2023-08-14,1,0,mduarte@novaes.br,(021) 0162-4807
512,28.499.390/8926-00,Novaes da Rosa Ltda.,8650-0,Atividades de saúde humana,MD,Lucro Presumido,Ilha Porchat,2024-03-25,1,2,erick42@rodrigues.gov.br,(051) 2237 0642
513,15.041.659/1520-00,Cunha - EI,4330-4,Acabamentos em construção,MD,Lucro Real,Vila Nova,2023-09-25,1,0,rochabianca@peixoto.com,(041) 2447 6335
514,49.050.975/9230-00,Aragão Ltda.,8512-1,Ensino fundamental,MD,Lucro Real,Vila Nova,2024-01-06,1,1,sophie55@cirino.com,+55 71 9235 8967
515,01.896.164/2361-00,Dias,8650-0,Atividades de saúde humana,MEI,MEI,Glória,2024-10-17,0,1,hadassa83@cunha.gov.br,41 5947-6229
516,64.214.764/9251-00,Novaes Câmara S/A,4120-4,Construção de edifícios,MEI,MEI,Vila Bocaina,2022-07-15,1,0,santospaulo@viana.com.br,0300-465-3665
517,76.749.961/6592-00,Lima Souza S/A,4771-7,Comércio farmacêutico,MEI,MEI,Parque Bitaru,2024-07-19,1,0,ravy62@mendes.com.br,81 4937-5425
518,85.732.788/1476-00,Pacheco,9602-5,Cabeleireiros e similares,MEI,MEI,Centro,2024-03-28,1,1,wrocha@novais.br,+55 (084) 4869 6429
519,24.386.490/8108-00,Fernandes,8512-1,Ensino fundamental,MEI,MEI,Japuí,2018-01-02,1,1,joao14@silva.br,(081) 6677-6968
520,79.454.918/0172-00,Azevedo,9602-5,Cabeleireiros e similares,MEI,MEI,Vila Margarida,2024-06-10,1,0,da-rosalunna@sa.br,+55 51 4666 4543
521,64.597.794/5232-00,Cassiano,7711-0,Locação de automóveis,ME,Simples Nacional,Vila Margarida,2023-05-17,1,1,maria25@goncalves.com.br,0900-696-6756
522,16.800.610/2776-00,Fonseca Oliveira S/A,4921-3,Transporte rodoviário coletivo,MEI,MEI,Ilha Porchat,2025-12-22,1,1,anthony50@da.net,+55 71 0991-0723
523,99.564.122/0310-00,Montenegro Silva e Filhos,4921-3,Transporte rodoviário coletivo,MD,Lucro Real,Cidade Nautica,2017-11-20,1,1,emillyborges@fernandes.net,+55 21 2488-1483
524,72.368.314/7276-00,Fonseca,4120-4,Construção de edifícios,MEI,MEI,Catiapoa,2019-02-03,0,0,gnascimento@da.com.br,(051) 0149 0365
525,77.707.933/4960-00,da Mata Fonseca - ME,5620-1,Serviços de alimentação,MD,Lucro Presumido,Jardim Rio Branco,2026-03-06,1,0,yan87@borges.edu.br,+55 (071) 9182 4089
526,79.984.076/7899-00,Araújo Vasconcelos - ME,8599-6,Treinamento e capacitação,MD,Lucro Real,Vila Bocaina,2020-04-09,1,0,gpimenta@borges.com,+55 (071) 0119-3025
527,08.069.581/4671-00,Sales,8512-1,Ensino fundamental,MD,Lucro Presumido,Jardim Rio Branco,2016-07-18,1,1,unovaes@melo.com.br,+55 (021) 4197 1280
528,60.243.757/3839-00,Jesus,6920-6,Atividades contábeis,GR,Lucro Real,Jardim Rio Branco,2018-12-15,1,0,joao-miguel54@sa.net,+55 (041) 0129 1706
529,46.657.293/4172-00,Dias - ME,6911-7,Atividades jurídicas,EPP,Lucro Presumido,Japuí,2016-05-31,1,0,renanmarques@camara.gov.br,+55 51 8176 7893
530,67.433.800/5452-00,Brito,5620-1,Serviços de alimentação,ME,Lucro Presumido,Vila Margarida,2025-07-03,1,1,ddias@almeida.org,(041) 1045-2734
531,15.619.318/3745-00,Alves,4771-7,Comércio farmacêutico,MD,Lucro Presumido,Glória,2021-09-12,1,2,juliana71@guerra.edu.br,0500 205 6739
532,28.910.771/1991-00,da Paz,6202-3,Desenvolvimento de sistemas,EPP,Lucro Presumido,Porto Grande,2017-07-28,1,0,ana-vitoria85@mendes.br,(084) 2638-8665
533,13.524.787/1255-00,Moraes - EI,6202-3,Desenvolvimento de sistemas,ME,Simples Nacional,Japuí,2021-06-06,1,1,costelayasmin@costa.com.br,+55 81 7411-4354
534,60.375.482/1456-00,Gomes Rodrigues S.A.,8599-6,Treinamento e capacitação,MEI,MEI,Parque Bitaru,2020-06-27,1,0,riossophie@pereira.org,+55 (011) 9966 8069
535,86.326.667/8507-00,Pastor,4330-4,Acabamentos em construção,ME,Simples Nacional,Glória,2017-10-23,1,0,ana-sophia73@borges.com.br,(084) 1543-7949
536,55.626.060/2908-00,Marques,6201-5,Desenvolvimento de software,MEI,MEI,Vila Margarida,2018-05-22,1,0,eloa84@sampaio.net,+55 (041) 4506-8254
537,84.550.489/2673-00,da Costa,9602-5,Cabeleireiros e similares,MEI,MEI,Porto Grande,2018-03-04,1,0,da-conceicaosara@da.br,41 2383 5781
538,56.341.085/6288-00,Novaes,4921-3,Transporte rodoviário coletivo,GR,Lucro Real,Jardim Rio Branco,2021-02-04,1,0,biancacunha@camara.edu.br,+55 (071) 1581 6954
539,52.008.943/4681-00,Ferreira,7490-1,Consultoria empresarial,ME,Lucro Presumido,Esplanada dos Barreiros,2020-06-07,1,1,elisaazevedo@nascimento.com.br,(031) 3958 9227
540,85.101.749/0753-00,da Cunha,6920-6,Atividades contábeis,MEI,MEI,Vila Nova,2026-01-19,1,2,caldeiracarlos-eduardo@abreu.br,0300-990-2391
541,44.926.831/5893-00,Castro,9311-5,Academias e fitness,EPP,Simples Nacional,Vila São Jorge,2024-03-24,1,0,gabrielly61@martins.br,+55 (084) 5857 0588
542,26.611.062/7371-00,Vieira,6920-6,Atividades contábeis,ME,Lucro Presumido,Vila Margarida,2019-12-27,1,2,luiz-otavioalmeida@marques.gov.br,+55 (051) 0291-9065
543,88.649.767/7622-00,Casa Grande e Filhos,4771-7,Comércio farmacêutico,MD,Lucro Real,Alto da Boa Vista,2020-10-29,1,0,gustavo07@costela.com.br,0300-140-3692
544,88.137.702/8519-00,Azevedo e Filhos,8512-1,Ensino fundamental,ME,Lucro Presumido,Japuí,2025-08-31,1,0,vasconcelosliam@da.br,21 7167 2496
545,94.082.154/5447-00,Fogaça Leão S.A.,8599-6,Treinamento e capacitação,GR,Lucro Real,Vila São Jorge,2023-06-25,0,0,bernardo34@dias.com,(084) 6338-8390
546,96.044.327/0185-00,Mendes,5611-2,Restaurantes e similares,MD,Lucro Presumido,Glória,2019-01-10,1,1,gomesvicente@porto.com,+55 71 8801 3807
547,94.975.679/2287-00,da Costa - EI,6202-3,Desenvolvimento de sistemas,ME,Lucro Presumido,Parque Bitaru,2019-01-13,1,0,ana-vitoria69@albuquerque.edu.br,+55 (021) 2923-0834
548,51.996.636/5807-00,Moraes Sousa - ME,8511-2,Educação infantil,MEI,MEI,Ilha Porchat,2026-03-28,1,0,auroraalves@leao.com,0800-473-8827
549,09.481.813/9890-00,Moreira Ltda.,7490-1,Consultoria empresarial,MEI,MEI,Jardim Rio Branco,2023-11-08,1,0,zoefonseca@teixeira.org,+55 (071) 2938-2702
550,78.018.204/3397-00,da Cruz,4771-7,Comércio farmacêutico,EPP,Simples Nacional,Glória,2022-03-24,1,0,cbarros@casa.com,(041) 4709-1396
551,90.705.626/0856-00,Silva Aparecida S/A,5310-5,Atividades dos correios,MEI,MEI,Vila Bocaina,2016-05-28,1,2,ecunha@costa.org,+55 (011) 2684 0365
552,24.224.124/6209-00,Pires Costa e Filhos,8599-6,Treinamento e capacitação,MD,Lucro Presumido,Esplanada dos Barreiros,2016-12-03,1,2,crodrigues@carvalho.com.br,71 4341-2522
553,04.615.265/4610-00,Santos,5620-1,Serviços de alimentação,GR,Lucro Real,Jardim Rio Branco,2016-10-30,1,0,arthur-gabrielda-paz@mendes.net,+55 31 7959-3589
554,88.614.057/8617-00,Moreira e Filhos,4921-3,Transporte rodoviário coletivo,ME,Simples Nacional,Parque Bitaru,2020-10-18,0,1,smonteiro@sampaio.gov.br,+55 (084) 4346-4636
555,89.138.249/6718-00,Garcia,4330-4,Acabamentos em construção,EPP,Simples Nacional,Cidade Nautica,2018-12-27,1,0,bernardo48@nascimento.com,(071) 0440 0849
556,23.868.700/7942-00,Lima,5611-2,Restaurantes e similares,EPP,Lucro Presumido,Esplanada dos Barreiros,2024-10-01,0,0,usantos@sales.com.br,+55 (021) 4403-1006
557,46.539.840/2891-00,Farias,8512-1,Ensino fundamental,MEI,MEI,Alto da Boa Vista,2018-09-23,1,0,antonyramos@leao.br,61 7070-2064
558,28.463.985/5474-00,Barbosa Moraes - EI,7711-0,Locação de automóveis,ME,Simples Nacional,Ilha Porchat,2021-10-06,1,0,mendoncajoaquim@mendonca.com.br,(051) 0583-4195
559,79.502.097/0026-00,Pacheco,6911-7,Atividades jurídicas,MEI,MEI,Catiapoa,2024-11-29,1,2,hda-luz@da.com.br,21 8205-1145
560,11.807.156/9562-00,Campos Moraes - ME,8512-1,Ensino fundamental,MEI,MEI,Esplanada dos Barreiros,2025-02-06,1,0,fariassophie@rios.gov.br,(011) 6313-3147
561,53.703.045/3194-00,Peixoto da Costa e Filhos,6201-5,Desenvolvimento de software,MD,Lucro Presumido,Parque Bitaru,2017-05-23,1,2,joao-lucasrios@da.gov.br,+55 84 4944-1585
562,50.479.303/6149-00,Silveira S/A,4330-4,Acabamentos em construção,MD,Lucro Presumido,Parque Bitaru,2022-02-27,1,1,maria-juliacastro@mendonca.net,+55 41 8986-2802
563,99.921.921/2493-00,Barbosa S/A,5620-1,Serviços de alimentação,EPP,Simples Nacional,Vila Nova,2025-09-28,1,0,oda-paz@santos.gov.br,+55 61 0074 2633
564,08.948.706/0566-00,Jesus,8630-5,Atividades de atenção à saúde,MEI,MEI,Ilha Porchat,2024-07-01,1,0,maria-vitoriarodrigues@da.com,0800 660 8297
565,58.030.468/7506-00,da Rocha,4771-7,Comércio farmacêutico,ME,Lucro Presumido,Parque Bitaru,2025-02-21,1,0,samuelazevedo@correia.gov.br,+55 11 2671-0901
566,36.133.254/1107-00,Brito,7490-1,Consultoria empresarial,EPP,Simples Nacional,Jardim Rio Branco,2017-03-19,1,0,paulo42@da.net,+55 (041) 5977 8334
567,43.173.505/8319-00,Souza,6201-5,Desenvolvimento de software,MEI,MEI,Ilha Porchat,2016-07-27,1,0,fernando73@sa.br,(084) 0381 9690
568,11.006.512/0704-00,das Neves,8599-6,Treinamento e capacitação,EPP,Lucro Presumido,Alto da Boa Vista,2020-04-22,1,0,montenegrobenjamin@nogueira.br,+55 (071) 5979 5358
569,08.046.619/6399-00,Moreira,9602-5,Cabeleireiros e similares,MD,Lucro Presumido,Vila Margarida,2016-08-26,0,0,enascimento@martins.br,+55 (031) 0830 2110
570,69.915.078/5931-00,Peixoto e Filhos,7711-0,Locação de automóveis,ME,Lucro Presumido,Glória,2023-10-01,1,0,sophie00@castro.com,0900 674 9539
571,39.284.567/9723-00,Barros Almeida - EI,4921-3,Transporte rodoviário coletivo,EPP,Simples Nacional,Alto da Boa Vista,2025-11-21,1,0,nicole56@silva.br,(021) 3774-4302
572,49.685.498/2274-00,Vieira Rocha e Filhos,6202-3,Desenvolvimento de sistemas,EPP,Simples Nacional,Japuí,2025-08-23,1,0,vasconceloshellena@nunes.com,+55 (071) 2096-7210
573,89.203.880/6533-00,Martins S.A.,8650-0,Atividades de saúde humana,MEI,MEI,Centro,2021-07-23,1,2,wfernandes@lima.edu.br,+55 71 4693 2444
574,37.795.995/9465-00,Santos - EI,4120-4,Construção de edifícios,EPP,Simples Nacional,Vila São Jorge,2018-05-31,1,1,pimentaanna-liz@aragao.gov.br,+55 (081) 7182 6837
575,30.337.933/7563-00,Carvalho,8511-2,Educação infantil,MD,Lucro Presumido,Parque Bitaru,2026-02-17,1,2,valentinamoraes@casa.com.br,(081) 7693-6752
576,15.081.247/3950-00,Carvalho,6201-5,Desenvolvimento de software,EPP,Lucro Presumido,Centro,2022-08-09,1,1,da-conceicaopedro@carvalho.edu.br,31 4196 5907
577,23.425.832/3024-00,Cardoso Moreira e Filhos,4120-4,Construção de edifícios,EPP,Simples Nacional,Cidade Nautica,2020-12-16,1,1,raquel47@brito.com.br,+55 31 8072 1420
578,15.347.355/2896-00,Sousa,6201-5,Desenvolvimento de software,ME,Simples Nacional,Vila Bocaina,2024-11-05,1,1,zoe52@gomes.gov.br,+55 (084) 3475 7396
579,23.386.559/6309-00,Santos,7490-1,Consultoria empresarial,MEI,MEI,Japuí,2026-01-16,1,2,xpacheco@oliveira.com,+55 (071) 3961 4166
580,25.304.289/7317-00,Mendes Cardoso e Filhos,5310-5,Atividades dos correios,MD,Lucro Real,Glória,2022-06-19,1,0,maria-flor54@mendes.org,+55 84 5382 2036
581,86.857.872/5587-00,Andrade,4921-3,Transporte rodoviário coletivo,EPP,Simples Nacional,Japuí,2020-11-18,1,0,xvargas@pimenta.net,(031) 8413-4972
582,96.903.337/3634-00,Abreu S.A.,8512-1,Ensino fundamental,MEI,MEI,Cidade Nautica,2021-07-14,1,1,asantos@camara.com.br,71 7649 0309
583,54.812.147/8539-00,Costela Guerra - EI,7711-0,Locação de automóveis,MEI,MEI,Porto Grande,2024-08-26,0,1,tcaldeira@rodrigues.edu.br,0300 855 2817
584,77.665.754/6027-00,Casa Grande,4771-7,Comércio farmacêutico,EPP,Lucro Presumido,Vila Bocaina,2021-05-21,1,0,leaoravi-lucca@silva.com,+55 (011) 9989 4316
585,14.888.143/1115-00,Siqueira Abreu - EI,7490-1,Consultoria empresarial,MEI,MEI,Porto Grande,2019-02-19,0,0,habreu@novais.com.br,+55 51 3307 6928
586,54.443.928/4044-00,Rios Ltda.,4120-4,Construção de edifícios,ME,Lucro Presumido,Catiapoa,2022-08-19,1,2,jporto@barbosa.gov.br,0800-596-9485
587,90.782.633/3738-00,Lopes Castro - EI,7711-0,Locação de automóveis,ME,Lucro Presumido,Ilha Porchat,2019-10-09,1,0,ana-liviamachado@santos.gov.br,+55 (011) 3577-1545
588,75.153.663/7780-00,Mendes,5310-5,Atividades dos correios,ME,Lucro Presumido,Jardim Rio Branco,2022-11-13,1,0,sjesus@moreira.org,+55 21 0350 5843
589,07.553.666/8459-00,Ribeiro,9311-5,Academias e fitness,EPP,Simples Nacional,Cidade Nautica,2018-05-24,0,0,biancacorreia@alves.org,(084) 8825 5720
590,59.999.663/6186-00,Melo Ltda.,6202-3,Desenvolvimento de sistemas,EPP,Simples Nacional,Japuí,2024-08-29,1,0,pramos@sales.br,+55 (011) 1020-4355
591,74.121.820/9702-00,Gomes,8599-6,Treinamento e capacitação,GR,Lucro Real,Alto da Boa Vista,2023-01-14,1,0,pedro-lucas59@jesus.com,41 0421 6949
592,34.817.058/0256-00,Mendonça S/A,7711-0,Locação de automóveis,ME,Lucro Presumido,Catiapoa,2020-02-07,1,2,riosyago@santos.br,+55 11 2974-7934
593,67.163.234/6729-00,Cunha,8599-6,Treinamento e capacitação,MEI,MEI,Esplanada dos Barreiros,2020-08-02,1,2,teixeirarenan@freitas.br,+55 41 9382-3075
594,74.302.716/9385-00,Ribeiro - ME,8650-0,Atividades de saúde humana,EPP,Simples Nacional,Esplanada dos Barreiros,2025-10-15,1,0,aurora38@lopes.gov.br,+55 (031) 2771 9209
595,90.147.546/9263-00,Pinto - EI,8512-1,Ensino fundamental,MEI,MEI,Parque Bitaru,2016-08-16,1,1,cunhaarthur-gabriel@peixoto.com.br,+55 (084) 0663 2629
596,62.916.032/4841-00,Rios,4921-3,Transporte rodoviário coletivo,MEI,MEI,Parque Bitaru,2022-07-08,1,0,ana-carolina73@da.gov.br,(084) 0011-9153
597,81.511.856/7243-00,Barros,4120-4,Construção de edifícios,MEI,MEI,Vila Bocaina,2023-07-14,1,1,da-conceicaocaua@ramos.br,(071) 1174 5726
598,76.563.600/4125-00,Abreu - EI,8511-2,Educação infantil,MEI,MEI,Vila Margarida,2016-09-14,1,2,gomesgustavo@camargo.net,+55 (031) 3782-1453
599,11.837.274/2209-00,Pacheco - ME,8511-2,Educação infantil,GR,Lucro Real,Parque Bitaru,2017-11-14,1,2,davi-lucas46@jesus.net,(031) 9155-9467
600,62.104.275/2308-00,Aragão,8650-0,Atividades de saúde humana,EPP,Simples Nacional,Esplanada dos Barreiros,2020-09-20,1,0,borgesthales@araujo.com.br,(021) 2806-9266
601,47.090.063/3533-00,Fonseca Melo e Filhos,6202-3,Desenvolvimento de sistemas,EPP,Simples Nacional,Vila Bocaina,2019-01-02,1,0,pnovaes@porto.com.br,+55 (071) 2594-2380
602,53.131.220/6815-00,da Mota,9602-5,Cabeleireiros e similares,MEI,MEI,Centro,2024-03-10,1,0,nda-mota@jesus.gov.br,+55 (041) 0655-9792
603,86.613.315/5206-00,Rios,4120-4,Construção de edifícios,ME,Simples Nacional,Porto Grande,2023-05-23,1,1,carolinaabreu@azevedo.br,+55 (051) 7165-7954
604,73.149.501/3649-00,Viana - EI,6201-5,Desenvolvimento de software,EPP,Lucro Presumido,Catiapoa,2019-08-12,1,0,luna19@barbosa.gov.br,71 5205 6034
605,19.562.525/7150-00,Nunes,8599-6,Treinamento e capacitação,MEI,MEI,Cidade Nautica,2021-06-06,1,2,rhavi62@ribeiro.br,+55 (011) 2438 5100
606,83.890.309/1436-00,Montenegro,9311-5,Academias e fitness,ME,Lucro Presumido,Vila Bocaina,2020-06-28,1,0,caldeiravinicius@jesus.br,0900 307 0743
607,25.743.263/0397-00,Freitas - ME,4921-3,Transporte rodoviário coletivo,MEI,MEI,Centro,2016-06-25,1,1,liviasantos@da.br,+55 (051) 9372 4816
608,50.864.035/5338-00,Sá,6911-7,Atividades jurídicas,EPP,Simples Nacional,Cidade Nautica,2017-01-10,1,0,marquesmatteo@da.gov.br,+55 (041) 9169 6807
609,68.527.017/1302-00,Alves - ME,4330-4,Acabamentos em construção,MEI,MEI,Alto da Boa Vista,2023-02-07,1,1,manuela88@da.edu.br,+55 21 7121 2251
610,98.338.167/4233-00,Moura e Filhos,5611-2,Restaurantes e similares,EPP,Simples Nacional,Japuí,2025-04-16,1,0,thomasalbuquerque@campos.br,11 8040-4237
611,49.734.715/6627-00,Casa Grande,4921-3,Transporte rodoviário coletivo,GR,Lucro Real,Cidade Nautica,2018-10-23,1,0,tcosta@viana.gov.br,+55 41 8521-3341
612,27.066.149/8282-00,Moura Vieira - EI,4771-7,Comércio farmacêutico,ME,Lucro Presumido,Glória,2022-05-22,1,2,pimentalarissa@sousa.org,+55 31 5418 0419
613,46.897.152/7323-00,da Mota,8511-2,Educação infantil,ME,Lucro Presumido,Parque Bitaru,2019-11-11,0,1,raelcirino@mendonca.br,51 2381 3579
614,66.656.749/1601-00,Casa Grande - EI,4771-7,Comércio farmacêutico,ME,Lucro Presumido,Parque Bitaru,2019-12-15,1,0,rodriguesmiguel@fernandes.net,+55 81 4530 5342
615,64.587.506/6337-00,Sampaio Pinto S.A.,9311-5,Academias e fitness,GR,Lucro Real,Catiapoa,2024-04-05,0,0,maria-sophia74@da.com.br,+55 (021) 3257 1693
616,24.972.439/9201-00,Silva Farias S/A,6920-6,Atividades contábeis,MD,Lucro Presumido,Jardim Rio Branco,2021-11-11,1,0,vitor-gabriel68@da.gov.br,61 5525 5779
617,91.836.264/4886-00,Duarte,7711-0,Locação de automóveis,MEI,MEI,Jardim Rio Branco,2025-12-30,1,0,nascimentopaulo@vasconcelos.net,(061) 0341 1998
618,95.243.640/2701-00,Rios,9602-5,Cabeleireiros e similares,EPP,Simples Nacional,Vila Margarida,2018-05-30,1,0,dda-cruz@dias.com.br,+55 11 8445 1935
619,46.225.223/7281-00,Vargas,9602-5,Cabeleireiros e similares,MD,Lucro Real,Vila Nova,2025-02-20,1,0,afogaca@fogaca.com.br,(031) 1408-7762
620,02.346.791/2141-00,Ramos,4120-4,Construção de edifícios,GR,Lucro Real,Catiapoa,2017-12-04,1,0,luiz-otavioaraujo@pastor.com,+55 31 2678 9415
621,09.377.100/4090-00,Gomes Souza e Filhos,8630-5,Atividades de atenção à saúde,MD,Lucro Presumido,Vila São Jorge,2025-07-10,1,1,riosester@vargas.br,+55 (041) 5077 6859
622,98.477.596/5555-00,Rodrigues Marques e Filhos,4771-7,Comércio farmacêutico,EPP,Simples Nacional,Vila Bocaina,2019-09-18,1,1,bernardonovaes@da.edu.br,11 9899-4853
623,90.551.076/2091-00,Santos,6920-6,Atividades contábeis,EPP,Lucro Presumido,Vila Bocaina,2024-12-08,1,1,leticia76@abreu.com,+55 11 8885-9102
624,79.786.305/0505-00,Machado,8630-5,Atividades de atenção à saúde,MEI,MEI,Vila São Jorge,2021-08-14,1,0,luccacavalcanti@vargas.net,+55 41 3756-3351
625,91.567.164/9328-00,Sá,4330-4,Acabamentos em construção,MD,Lucro Real,Vila Bocaina,2024-10-09,1,1,calebesantos@sa.br,0500 019 4577
626,71.487.271/7833-00,Sampaio - EI,4771-7,Comércio farmacêutico,EPP,Simples Nacional,Japuí,2019-05-23,1,0,daniela95@casa.br,+55 (021) 7352-0578
627,02.564.347/1287-00,Cassiano - ME,7490-1,Consultoria empresarial,MEI,MEI,Vila Bocaina,2021-08-13,1,0,olima@nascimento.com.br,(021) 4848-1647
628,99.156.686/3341-00,Campos S.A.,6911-7,Atividades jurídicas,EPP,Simples Nacional,Porto Grande,2020-05-26,1,0,cecilia40@oliveira.gov.br,(071) 8891 8605
629,93.195.256/9040-00,Mendonça,8599-6,Treinamento e capacitação,MEI,MEI,Vila São Jorge,2026-01-13,1,0,henry-gabrielnascimento@abreu.net,+55 (061) 2621-9000
630,55.289.931/6087-00,Vasconcelos,4120-4,Construção de edifícios,MEI,MEI,Vila Bocaina,2018-05-17,1,0,castrofernanda@casa.br,+55 (071) 4709 0033
631,72.942.095/4814-00,da Cunha,8650-0,Atividades de saúde humana,MEI,MEI,Parque Bitaru,2016-04-23,1,1,scasa-grande@duarte.br,31 3595-1807
632,37.460.523/3027-00,Moraes - EI,9311-5,Academias e fitness,MEI,MEI,Vila Nova,2023-04-11,1,0,da-costatheo@castro.com.br,+55 (061) 0080 7515
633,86.567.566/1844-00,Borges - ME,8650-0,Atividades de saúde humana,MEI,MEI,Centro,2024-12-28,1,0,ymontenegro@azevedo.com.br,31 1432 5722
634,25.904.729/2774-00,Santos S.A.,4120-4,Construção de edifícios,ME,Lucro Presumido,Vila Margarida,2017-03-05,1,0,upimenta@borges.com,41 2400-3023
635,30.591.266/2015-00,Cunha,4120-4,Construção de edifícios,ME,Simples Nacional,Glória,2016-04-14,1,0,davi07@teixeira.com.br,0500-993-1146
636,85.962.630/1367-00,Nascimento Moreira S.A.,5620-1,Serviços de alimentação,EPP,Simples Nacional,Vila Margarida,2025-08-28,1,2,gael42@da.com.br,51 5665 8157
